hugo	rank	sampleSize	pvalue	padjust
WDR90	2711	24	0.547075357501004	0.99999999994511
PTPRM	2712	24	0.547411531300969	0.99999999994511
SIX1	2713	24	0.548036562594372	0.99999999994511
TSPAN17	2714	24	0.548204272316085	0.99999999994511
ZNF24	2715	24	0.548230572610336	0.99999999994511
TAGLN2	2716	24	0.548239770796294	0.99999999994511
CCDC129	2717	16	0.54849919404554	0.99999999994511
CGN	2718	24	0.548553965618899	0.99999999994511
C8orf59	2719	24	0.548714035533646	0.99999999994511
NKAIN2	2720	24	0.548882660626642	0.99999999994511
ADCK4	2721	24	0.548944100253524	0.99999999994511
RIC8B	2722	19	0.549187070438625	0.99999999994511
RPLP1	2723	24	0.549864636187112	0.99999999994511
LAPTM4A	2724	24	0.550045123804646	0.99999999994511
B3GNT7	2725	24	0.55014028238862	0.99999999994511
CACNG2	2726	24	0.550291321368338	0.99999999994511
KLF4	2727	24	0.550328888229504	0.99999999994511
MAML3	2728	20	0.550461315424471	0.99999999994511
JPH3	2729	24	0.55065179819709	0.99999999994511
ZNF133	2730	24	0.550749336383619	0.99999999994511
OLIG1	2731	24	0.550809178165431	0.99999999994511
NHEJ1	2732	24	0.550976301943916	0.99999999994511
PDPR	2733	24	0.551002053478748	0.99999999994511
ITPA	2734	24	0.551016863879295	0.99999999994511
VDR	2735	24	0.551041871834417	0.99999999994511
SLC39A14	2736	24	0.551503386698244	0.99999999994511
IER3IP1	2737	23	0.551562474739019	0.99999999994511
KCNB1	2738	24	0.551609033864769	0.99999999994511
UACA	2739	24	0.551708698336814	0.99999999994511
GSC	2740	24	0.551810987302536	0.99999999994511
SECISBP2L	2741	24	0.551823532603876	0.99999999994511
CTHRC1	2742	24	0.552042192379039	0.99999999994511
ADM2	2743	24	0.552539005519731	0.99999999994511
POC1A	2744	24	0.55264460416719	0.99999999994511
ZFAND2A	2745	24	0.55271178285727	0.99999999994511
IL13	2746	24	0.553013055470748	0.99999999994511
ZNF581	2747	24	0.553339204370462	0.99999999994511
STUB1	2748	24	0.553934461256116	0.99999999994511
FBXW9	2749	24	0.553990975699977	0.99999999994511
SASH1	2750	24	0.554031276819746	0.99999999994511
LHX1	2751	24	0.554113272451378	0.99999999994511
GULP1	2752	21	0.554730668998576	0.99999999994511
KIAA1279	2753	24	0.555302717517033	0.99999999994511
FLT3LG	2754	24	0.555446028522723	0.99999999994511
FZD5	2755	24	0.555586992941228	0.99999999994511
NCL	2756	24	0.555589781870416	0.99999999994511
SLC47A1	2757	24	0.555691258799555	0.99999999994511
CCNC	2758	24	0.555705792077166	0.99999999994511
WSCD1	2759	24	0.555838765243152	0.99999999994511
TSLP	2760	24	0.555853262247214	0.99999999994511
RSPH3	2761	21	0.555892274895067	0.99999999994511
FAM131A	2762	24	0.555957646039773	0.99999999994511
TMEM25	2763	24	0.556123187253072	0.99999999994511
BAIAP3	2764	24	0.55621723545305	0.99999999994511
TSSC1	2765	24	0.556387232294861	0.99999999994511
B4GALT1	2766	24	0.556444409768122	0.99999999994511
PRUNE2	2767	24	0.556879835711674	0.99999999994511
MCM2	2768	24	0.556998260024311	0.99999999994511
ADCY2	2769	24	0.55711485394151	0.99999999994511
CST3	2770	24	0.558017254550512	0.99999999994511
GATSL3	2771	24	0.558021017012363	0.99999999994511
SOX8	2772	24	0.558122462162634	0.99999999994511
AIFM2	2773	24	0.558196201943853	0.99999999994511
UEVLD	2774	24	0.558306878447211	0.99999999994511
NUDT16L1	2775	24	0.558680760218084	0.99999999994511
S1PR5	2776	24	0.558697047978989	0.99999999994511
TBX6	2777	24	0.558806700871543	0.99999999994511
UAP1L1	2778	24	0.558879960035268	0.99999999994511
ACIN1	2779	24	0.558922205332925	0.99999999994511
SHISA2	2780	24	0.559262842742908	0.99999999994511
RABAC1	2781	24	0.559305012734719	0.99999999994511
FAM178A	2782	24	0.559655181317144	0.99999999994511
TMEM61	2783	24	0.560045169938315	0.99999999994511
TRIM72	2784	24	0.560072137285035	0.99999999994511
C2CD2	2785	24	0.560088913996102	0.99999999994511
ZNF610	2786	24	0.560158983979522	0.99999999994511
NEK10	2787	24	0.56016323743892	0.99999999994511
RUSC2	2788	24	0.56025661514527	0.99999999994511
WDR5B	2789	24	0.560426479687416	0.99999999994511
NTSR1	2790	24	0.560522291289437	0.99999999994511
STK38L	2791	24	0.560552402759667	0.99999999994511
DOCK2	2792	15	0.560759381255325	0.99999999994511
TRANK1	2793	24	0.56077949771053	0.99999999994511
PLA2G4C	2794	24	0.560820423497797	0.99999999994511
P2RX2	2795	24	0.561106998373048	0.99999999994511
FBXO27	2796	24	0.561441475923248	0.99999999994511
CASC4	2797	24	0.561743195428015	0.99999999994511
DIXDC1	2798	24	0.561785454084178	0.99999999994511
HAUS2	2799	23	0.561824750229863	0.99999999994511
SLC16A1	2800	24	0.562049626884972	0.99999999994511
ITGB3	2801	24	0.562097334541827	0.99999999994511
GUCY1A3	2802	24	0.562192486098925	0.99999999994511
FAM171B	2803	24	0.562259954100658	0.99999999994511
SEPT10	2804	24	0.562364282028658	0.99999999994511
ZNF436	2805	24	0.562791067410026	0.99999999994511
PRMT2	2806	24	0.56306578256052	0.99999999994511
ELANE	2807	24	0.563090319441667	0.99999999994511
VAMP1	2808	24	0.563325288517307	0.99999999994511
MOGAT1	2809	24	0.563399248734187	0.99999999994511
KCNG1	2810	24	0.563872490756242	0.99999999994511
S100A11	2811	24	0.564080486011688	0.99999999994511
PNOC	2812	24	0.564284861256464	0.99999999994511
FAM43A	2813	24	0.564384314834492	0.99999999994511
RUVBL2	2814	24	0.56439305481608	0.99999999994511
TNKS1BP1	2815	24	0.564570492060781	0.99999999994511
SEC22B	2816	24	0.564745933083606	0.99999999994511
MAL2	2817	24	0.564898441553526	0.99999999994511
TRPM6	2818	24	0.564923664210838	0.99999999994511
KCNH1	2819	24	0.565030281925726	0.99999999994511
EGLN3	2820	24	0.565710178683456	0.99999999994511
FIS1	2821	24	0.565922109919518	0.99999999994511
RTN1	2822	24	0.566046179820035	0.99999999994511
SLC26A5	2823	24	0.566052342037995	0.99999999994511
UQCRC2	2824	24	0.566107396378223	0.99999999994511
LDLRAD3	2825	24	0.566192477105272	0.99999999994511
DMRT3	2826	24	0.566426265349278	0.99999999994511
GADD45A	2827	24	0.566512839736022	0.99999999994511
ICAM1	2828	24	0.566539353825111	0.99999999994511
RHOT2	2829	24	0.566543083506027	0.99999999994511
SIRT6	2830	24	0.566616000845096	0.99999999994511
IVNS1ABP	2831	24	0.566641331749857	0.99999999994511
PC	2832	24	0.566847622748859	0.99999999994511
NPAS2	2833	24	0.566931622137292	0.99999999994511
ABCG2	2834	24	0.566978877270084	0.99999999994511
SYT13	2835	18	0.566984621464876	0.99999999994511
ZNF397	2836	22	0.567682232868722	0.99999999994511
ZNF385A	2837	24	0.56791937116352	0.99999999994511
TMEM45A	2838	24	0.567972615669389	0.99999999994511
UGGT2	2839	24	0.568019634237057	0.99999999994511
ADAR	2840	24	0.568223151109895	0.99999999994511
BCS1L	2841	24	0.568242234176934	0.99999999994511
FBXO44	2842	24	0.568406717871631	0.99999999994511
LRRC57	2843	23	0.568642269441294	0.99999999994511
FGR	2844	24	0.568703513027211	0.99999999994511
CACNA1S	2845	24	0.568924279187477	0.99999999994511
HHIPL1	2846	24	0.569357197567629	0.99999999994511
JUP	2847	24	0.569621072684437	0.99999999994511
DDX5	2848	24	0.56968410233707	0.99999999994511
GYLTL1B	2849	24	0.569888140339901	0.99999999994511
EIF4E3	2850	24	0.56992966185256	0.99999999994511
OPLAH	2851	24	0.570023689803803	0.99999999994511
PNKP	2852	24	0.570063560964932	0.99999999994511
OSBPL3	2853	24	0.570331829684969	0.99999999994511
ZBTB7B	2854	24	0.570898941517462	0.99999999994511
NPM2	2855	23	0.571914670091647	0.99999999994511
PPFIA2	2856	24	0.572108141637869	0.99999999994511
SUN1	2857	24	0.573057307790065	0.99999999994511
STX5	2858	24	0.573380677341622	0.99999999994511
TUFT1	2859	24	0.573575870476243	0.99999999994511
LENG8	2860	24	0.573843029019875	0.99999999994511
ANO9	2861	23	0.573889938372417	0.99999999994511
SIM2	2862	24	0.574126533362107	0.99999999994511
ZNF747	2863	24	0.574373815264627	0.99999999994511
MAP2K7	2864	24	0.574787357914836	0.99999999994511
C9orf106	2865	24	0.574806037771464	0.99999999994511
VPS11	2866	24	0.574825492616	0.99999999994511
PPP2R2A	2867	24	0.574942063450674	0.99999999994511
FUT10	2868	23	0.575126933970324	0.99999999994511
ZNF22	2869	24	0.575547934073755	0.99999999994511
ZNF385B	2870	24	0.575756878552601	0.99999999994511
HSD11B1L	2871	24	0.575780178766782	0.99999999994511
UBE2D3	2872	24	0.575896333379528	0.99999999994511
FAM84A	2873	24	0.575923357833331	0.99999999994511
ZNF160	2874	24	0.576335794221609	0.99999999994511
F2RL1	2875	24	0.576341814296431	0.99999999994511
PRMT8	2876	24	0.576438722804557	0.99999999994511
LRRC49	2877	24	0.576516916659878	0.99999999994511
ZNF789	2878	23	0.577036970846903	0.99999999994511
DNLZ	2879	24	0.577055229846568	0.99999999994511
PIK3CD	2880	24	0.577214313934247	0.99999999994511
SLC25A1	2881	24	0.577319632630178	0.99999999994511
ARFIP1	2882	24	0.577362767860305	0.99999999994511
NTF4	2883	24	0.577439426089084	0.99999999994511
N4BP2L2	2884	24	0.577450877906504	0.99999999994511
MYO1B	2885	24	0.577479593821706	0.99999999994511
CDC42SE1	2886	24	0.57793224768579	0.99999999994511
SLC30A2	2887	24	0.578545287776379	0.99999999994511
RAB11B	2888	24	0.578562832051041	0.99999999994511
STYK1	2889	24	0.578627615663571	0.99999999994511
ULBP3	2890	24	0.578784384989898	0.99999999994511
ZNF142	2891	24	0.578785539413273	0.99999999994511
FAM13C	2892	24	0.578967130130011	0.99999999994511
CATSPERG	2893	23	0.579014676405934	0.99999999994511
ERP44	2894	24	0.579035673504495	0.99999999994511
HPN	2895	23	0.579273071075989	0.99999999994511
DNTTIP1	2896	24	0.579483928851858	0.99999999994511
CDK6	2897	24	0.579575540507549	0.99999999994511
TP53I3	2898	24	0.57960496755891	0.99999999994511
KNDC1	2899	24	0.579969155087358	0.99999999994511
MECOM	2900	24	0.580150756067797	0.99999999994511
NT5DC2	2901	24	0.580563309151704	0.99999999994511
FKBP9	2902	24	0.580563402142542	0.99999999994511
SUZ12	2903	24	0.580635006266005	0.99999999994511
PLEKHO1	2904	24	0.580668614357016	0.99999999994511
ADAMTSL3	2905	24	0.580731703184386	0.99999999994511
KIAA0586	2906	20	0.581365951854724	0.99999999994511
STAT5A	2907	24	0.581386051134927	0.99999999994511
XKR7	2908	24	0.581512205050157	0.99999999994511
SCARA3	2909	24	0.581688330979039	0.99999999994511
RPL3L	2910	23	0.581894605572174	0.99999999994511
ALDH1A3	2911	24	0.581980037119305	0.99999999994511
CTSA	2912	24	0.582002575616694	0.99999999994511
NOM1	2913	24	0.582517081672446	0.99999999994511
NUP133	2914	24	0.582732736635731	0.99999999994511
HINT2	2915	24	0.582738297224061	0.99999999994511
CACNB2	2916	24	0.582954964827828	0.99999999994511
RAB11FIP4	2917	24	0.583027169502974	0.99999999994511
FCHO1	2918	24	0.583400048444516	0.99999999994511
TTYH3	2919	24	0.583401038010474	0.99999999994511
TRPC4	2920	24	0.583456949763896	0.99999999994511
NKX3.2	2921	24	0.584076247575715	0.99999999994511
ACTR3	2922	24	0.584120358181132	0.99999999994511
ANXA7	2923	24	0.584393874318527	0.99999999994511
VPS33B	2924	24	0.58440735656025	0.99999999994511
TEX14	2925	24	0.584440507870641	0.99999999994511
ARNT	2926	24	0.584709995443591	0.99999999994511
SAP18	2927	24	0.585306179067409	0.99999999994511
PEX2	2928	24	0.585361179335604	0.99999999994511
MAP3K6	2929	24	0.585369047933761	0.99999999994511
TM9SF2	2930	24	0.58551004987132	0.99999999994511
DFFA	2931	24	0.585513038501713	0.99999999994511
TACR1	2932	24	0.585604110281997	0.99999999994511
TAF7	2933	24	0.585956826059312	0.99999999994511
SLC7A2	2934	24	0.586003592758682	0.99999999994511
C1orf27	2935	24	0.586113717634323	0.99999999994511
RSPO3	2936	24	0.586120144588518	0.99999999994511
DDX27	2937	10	0.586312129661022	0.99999999994511
C22orf23	2938	24	0.586389005083762	0.99999999994511
HSPB1	2939	24	0.586519942718159	0.99999999994511
RPL18	2940	24	0.586673627826606	0.99999999994511
RARG	2941	24	0.586889095447693	0.99999999994511
HEY2	2942	24	0.587475916806517	0.99999999994511
CYP24A1	2943	24	0.587579993563881	0.99999999994511
CREB3L3	2944	10	0.587903702100559	0.99999999994511
SAT2	2945	21	0.588518319270472	0.99999999994511
CNTN4	2946	24	0.588527961114775	0.99999999994511
THAP10	2947	24	0.588732074768841	0.99999999994511
GNPNAT1	2948	24	0.588908583293643	0.99999999994511
LIMK2	2949	24	0.589099827852263	0.99999999994511
MAP6	2950	24	0.589132080950894	0.99999999994511
DTX3	2951	24	0.58929647635682	0.99999999994511
KPNA2	2952	24	0.589303737920478	0.99999999994511
ABCC3	2953	24	0.589723635597377	0.99999999994511
DND1	2954	22	0.589840336353886	0.99999999994511
SNRPC	2955	24	0.589843534674583	0.99999999994511
MEX3B	2956	24	0.590093234093477	0.99999999994511
BAIAP2L1	2957	24	0.590337260848922	0.99999999994511
SULT4A1	2958	24	0.590356065596396	0.99999999994511
GPR88	2959	24	0.590381234953162	0.99999999994511
MRPL49	2960	24	0.590398257618291	0.99999999994511
HOXA10	2961	24	0.590509987391635	0.99999999994511
E2F4	2962	24	0.590844768262357	0.99999999994511
CD2BP2	2963	23	0.59096442302	0.99999999994511
ABCA3	2964	24	0.591230535300251	0.99999999994511
UNC119	2965	24	0.591604878987508	0.99999999994511
APBA3	2966	24	0.591759206965637	0.99999999994511
SPTBN4	2967	24	0.591780521911255	0.99999999994511
SMPD1	2968	24	0.591852653102721	0.99999999994511
TUBA1A	2969	24	0.591919115297512	0.99999999994511
TFIP11	2970	24	0.59223203559024	0.99999999994511
BMP8B	2971	24	0.592533269872078	0.99999999994511
SMTN	2972	21	0.59277539880479	0.99999999994511
CHRNB2	2973	24	0.593065607610987	0.99999999994511
WDR38	2974	24	0.593123228350723	0.99999999994511
RCN1	2975	24	0.593170082029582	0.99999999994511
PSD3	2976	24	0.593286271405639	0.99999999994511
TOP1	2977	24	0.593568325602857	0.99999999994511
POLR2F	2978	24	0.593974431914346	0.99999999994511
UBE2N	2979	24	0.59483178747099	0.99999999994511
SCARB1	2980	24	0.594855038593526	0.99999999994511
BIN1	2981	24	0.594861273342179	0.99999999994511
MT1F	2982	24	0.594951691201779	0.99999999994511
GIGYF2	2983	24	0.595111300218812	0.99999999994511
FAM171A1	2984	24	0.595327208917317	0.99999999994511
FAM110C	2985	24	0.595358261948838	0.99999999994511
AURKAIP1	2986	24	0.59568413453531	0.99999999994511
NASP	2987	24	0.596175279455254	0.99999999994511
SLC25A24	2988	24	0.596186030871542	0.99999999994511
GPR27	2989	24	0.596221782686136	0.99999999994511
HFM1	2990	24	0.596499987358434	0.99999999994511
ZNF3	2991	24	0.596745980567502	0.99999999994511
OSBPL2	2992	24	0.596941759016903	0.99999999994511
C2orf50	2993	12	0.597097851612201	0.99999999994511
ZBTB16	2994	24	0.597105058441229	0.99999999994511
PCTP	2995	24	0.597112065993901	0.99999999994511
SH3BGRL2	2996	24	0.597723550786222	0.99999999994511
THTPA	2997	24	0.597860293536272	0.99999999994511
ARHGEF10	2998	24	0.597954289591507	0.99999999994511
TNFRSF18	2999	24	0.599086909572549	0.99999999994511
CNN2	3000	24	0.599335046491371	0.99999999994511
SLC35D3	3001	24	0.599827012567508	0.99999999994511
TMEM167A	3002	24	0.600034670857015	0.99999999994511
FBXL13	3003	24	0.600049889992001	0.99999999994511
ARAP1	3004	24	0.600068814606965	0.99999999994511
RASIP1	3005	24	0.600087969316222	0.99999999994511
AHNAK	3006	24	0.600136652193938	0.99999999994511
ROR2	3007	24	0.600299888260348	0.99999999994511
SOX2	3008	24	0.600641543827011	0.99999999994511
ATXN3	3009	24	0.600656442230055	0.99999999994511
C2orf49	3010	23	0.600788625015633	0.99999999994511
FUT7	3011	13	0.600956382959151	0.99999999994511
SERPINH1	3012	24	0.601535745597456	0.99999999994511
C12orf39	3013	24	0.601860670353438	0.99999999994511
PPP1R15A	3014	24	0.601920494125043	0.99999999994511
TSSC4	3015	24	0.601991892149972	0.99999999994511
ZMYM6	3016	24	0.602295282190636	0.99999999994511
KIAA0100	3017	24	0.602416347976617	0.99999999994511
PPP1R12C	3018	24	0.602609164787261	0.99999999994511
PRKG1	3019	24	0.60305304864844	0.99999999994511
TRIM25	3020	24	0.603072052908636	0.99999999994511
SPINT2	3021	24	0.603087550872282	0.99999999994511
ACTA2	3022	24	0.603122690593073	0.99999999994511
OSBPL10	3023	24	0.603727324574555	0.99999999994511
EEF1D	3024	24	0.603753623935416	0.99999999994511
TCP11L2	3025	24	0.603778016343979	0.99999999994511
ZNF518A	3026	24	0.603973719232587	0.99999999994511
RIPK3	3027	24	0.604019595085566	0.99999999994511
PDIA3	3028	24	0.604846431555662	0.99999999994511
CSE1L	3029	24	0.604961556154595	0.99999999994511
KIF17	3030	24	0.605147458709144	0.99999999994511
PRDX3	3031	24	0.605156048962454	0.99999999994511
STAM2	3032	24	0.605406380702928	0.99999999994511
WDR5	3033	24	0.605705355893077	0.99999999994511
SLC2A10	3034	20	0.605873571273137	0.99999999994511
CABIN1	3035	24	0.605899269495982	0.99999999994511
TEAD2	3036	24	0.605997644599968	0.99999999994511
ZFP36L1	3037	24	0.606001302346181	0.99999999994511
DLG4	3038	24	0.606020793869323	0.99999999994511
MKI67IP	3039	24	0.606072262620004	0.99999999994511
KIF12	3040	24	0.606551868407916	0.99999999994511
CRIP2	3041	24	0.606576110373841	0.99999999994511
SLC43A1	3042	24	0.606650817087103	0.99999999994511
HBQ1	3043	24	0.606892306488137	0.99999999994511
CMTM8	3044	24	0.607123719515831	0.99999999994511
FLT1	3045	24	0.607190926870311	0.99999999994511
STON1.GTF2A1L	3046	24	0.607535819796949	0.99999999994511
TMEM180	3047	22	0.607763509802985	0.99999999994511
PIH1D1	3048	16	0.607917393959505	0.99999999994511
TBC1D2	3049	22	0.607924995711129	0.99999999994511
SH2D4A	3050	24	0.608122166708513	0.99999999994511
ID4	3051	24	0.608181393794897	0.99999999994511
MTCH2	3052	24	0.608376675472113	0.99999999994511
TMEM102	3053	24	0.609285247400048	0.99999999994511
PHC1	3054	24	0.609612933963036	0.99999999994511
FOS	3055	24	0.609898956142901	0.99999999994511
RPS6KA5	3056	24	0.60992847492934	0.99999999994511
ITGA5	3057	24	0.609972622571835	0.99999999994511
TBKBP1	3058	24	0.610360538949493	0.99999999994511
HOXB9	3059	24	0.610361726299652	0.99999999994511
SNRNP70	3060	24	0.610507321117878	0.99999999994511
KCTD12	3061	24	0.610550369868695	0.99999999994511
KCTD19	3062	24	0.610590899899742	0.99999999994511
SLC25A3	3063	24	0.610832753099562	0.99999999994511
MN1	3064	24	0.610971108181665	0.99999999994511
ANKRD27	3065	24	0.611115318975105	0.99999999994511
NEURL4	3066	24	0.611182679918685	0.99999999994511
VGF	3067	24	0.611192142383324	0.99999999994511
SLC26A10	3068	24	0.61164334137891	0.99999999994511
SEPW1	3069	24	0.611658962425115	0.99999999994511
ZFYVE16	3070	24	0.612039674904959	0.99999999994511
GAS6	3071	24	0.612395188129904	0.99999999994511
ZNF432	3072	24	0.612418872280711	0.99999999994511
SEPT8	3073	24	0.612492928233688	0.99999999994511
LRP12	3074	24	0.612529249849208	0.99999999994511
KLHDC1	3075	24	0.612548618214144	0.99999999994511
ZNF496	3076	24	0.612860447237927	0.99999999994511
WNT3A	3077	24	0.613402521654364	0.99999999994511
CFD	3078	24	0.613455062896459	0.99999999994511
SRP19	3079	24	0.613615064660989	0.99999999994511
GRIK2	3080	24	0.613645819267384	0.99999999994511
RAB31	3081	24	0.613688553945523	0.99999999994511
CACHD1	3082	24	0.613727938011563	0.99999999994511
FIGN	3083	24	0.613755463176867	0.99999999994511
SESN3	3084	24	0.613783305107276	0.99999999994511
DSTN	3085	24	0.614084774244554	0.99999999994511
PDK2	3086	24	0.614303629519481	0.99999999994511
SEZ6	3087	24	0.614561836790845	0.99999999994511
CDK5	3088	24	0.614681535456596	0.99999999994511
SPSB4	3089	24	0.614701209745292	0.99999999994511
FAM167A	3090	24	0.614962547031035	0.99999999994511
SDCCAG3	3091	24	0.61505006011774	0.99999999994511
SCYL1	3092	24	0.615236772688513	0.99999999994511
MUS81	3093	24	0.615428824365638	0.99999999994511
U2AF2	3094	24	0.615533441310565	0.99999999994511
BCL11B	3095	24	0.615707398724232	0.99999999994511
SOX13	3096	24	0.615914239279654	0.99999999994511
FUS	3097	24	0.616133590444078	0.99999999994511
TMEM209	3098	24	0.616235468729509	0.99999999994511
IRS1	3099	24	0.616531343790793	0.99999999994511
CBS	3100	24	0.616682580958459	0.99999999994511
NR1H2	3101	24	0.616707898056215	0.99999999994511
ANKRD13C	3102	24	0.616778306952727	0.99999999994511
NTNG1	3103	24	0.616836068305486	0.99999999994511
SLC2A4	3104	24	0.616873287747187	0.99999999994511
